StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
DL030,2018-12-08,173.81,280.05,38.96,47.48,86.45,,1,,22.97,0.96,8.99,18.72,341,Very Poor
DL030,2018-12-09,161.65,253.26,45.7,58.88,104.58,,1.05,,23.02,1.72,4.69,2.85,330,Very Poor
DL030,2018-12-10,219.77,352.95,51.98,64.82,116.8,,1.19,,22.98,1.32,4.67,23.36,361,Very Poor
DL030,2018-12-11,200.33,314.56,43.55,59.98,103.53,,1.04,,20.7,1.12,4.16,7.74,367,Very Poor
DL030,2018-12-12,168.16,251.93,32.84,50.45,83.29,,0.87,,22.1,0.66,1.85,41.3,363,Very Poor
DL030,2018-12-13,70.86,115.82,12.85,26.94,39.79,,0.43,,19.29,0.2,1.22,14.42,196,Moderate
DL030,2018-12-14,79.68,133.76,10.91,25.59,36.48,,0.44,,19.55,0.37,0.68,19.96,150,Moderate
DL030,2018-12-15,86.32,153.81,10.49,25.52,36.01,,0.49,,19.07,0.48,0.76,3.22,184,Moderate
DL030,2018-12-16,107.53,177.06,12.41,26.49,38.9,,0.44,,20.39,0.07,2.73,0.52,212,Poor
DL030,2018-12-17,129.31,236.18,27.07,38.21,65.27,,0.71,,20.18,0.29,4.54,0.09,288,Poor
DL030,2018-12-18,159.86,268.86,25.41,35.71,61.12,,0.79,,22.6,0.54,5.1,0.09,326,Very Poor
DL030,2018-12-19,148.21,235.74,22.59,37.7,60.28,,0.63,,21.21,0.37,3.23,0,325,Very Poor
DL030,2018-12-20,196.17,308,52.3,56.1,108.4,,1.01,,22.02,0.98,3.88,0.05,342,Very Poor
DL030,2018-12-21,207.35,322.6,40.69,48.97,89.66,,0.91,,21.29,1.37,4.92,0.08,362,Very Poor
DL030,2018-12-22,264.78,413.44,47.6,61.41,109.01,,1.12,,21.45,1.01,3.18,0.07,400,Very Poor
DL030,2018-12-23,293.08,448.55,81.18,75.93,157.12,,1.33,,24.35,1.08,1.45,97.99,420,Severe
DL030,2018-12-24,255.64,390.93,44.14,51.65,95.79,,1.05,,21.32,0.98,3.65,0.85,410,Severe
DL030,2018-12-25,229.57,342.49,43.57,44.26,87.84,,0.84,,19.8,1.65,10.69,59.35,395,Very Poor
DL030,2018-12-26,182.36,295.13,55.57,50.43,106,,1.43,,21.13,0.13,1.75,16.27,365,Very Poor
DL030,2018-12-27,188.74,301.6,49.31,54.55,103.77,,1.15,,20.2,0,0,0,347,Very Poor
DL030,2018-12-28,195.57,311.99,14.61,28.75,43.35,,0.6,,19.03,0,0,0,353,Very Poor
DL030,2018-12-29,202.83,319.89,38.03,41.14,79.17,,0.83,,19.82,0,0,0,371,Very Poor
DL030,2018-12-30,254.67,397.36,70.21,63.38,133.59,,1.28,,20.84,0,0,0,393,Very Poor
DL030,2018-12-31,275.68,425.45,53.71,53.57,107.29,,1.08,,19.61,0,0,0,412,Severe
DL031,2018-01-01,328.25,565.38,163.01,96.05,0,50.67,3.75,21.89,74.5,8.67,24.44,,521,Severe
DL031,2018-01-02,359.42,565.5,55.87,85.24,0,51.88,2.1,24.5,75.63,7.58,18.91,,548,Severe
DL031,2018-01-03,242.21,406.25,47.59,69.8,0,44.29,2.27,17.48,74.28,4.89,12.87,,468,Severe
DL031,2018-01-04,189.33,320.17,47.74,90.83,0,44.06,2.21,15.46,75.38,5.26,12.58,,363,Very Poor
DL031,2018-01-05,232.75,402.33,37.8,73.18,0,45.45,2.36,15.4,74.53,8.3,20.89,,383,Very Poor
DL031,2018-01-06,227.25,385.79,121.62,79.59,0,45.5,2.89,16.9,69,10.74,28.72,,387,Very Poor
DL031,2018-01-07,194.29,323.3,32.27,75.6,0,40.11,1.57,27.12,64.42,5.13,12.84,,374,Very Poor
DL031,2018-01-08,178.17,315.83,74.36,80.3,0,33.23,2.04,38.22,58.69,4.02,10.06,,337,Very Poor
DL031,2018-01-09,218,375.12,81.64,86.47,0,36.38,1.85,45.31,62.12,5.11,13.59,,370,Very Poor
DL031,2018-01-10,178.67,321.5,31.43,79.36,0,33.79,1.36,48.61,57.26,2.07,4.78,,363,Very Poor
DL031,2018-01-11,166.83,285.88,24.84,78,0,31.01,1.23,55.04,55.45,2.18,5.1,,340,Very Poor
DL031,2018-01-12,191.5,356.71,51.13,98.65,0,36.75,2.1,63.98,55.39,2.61,6.72,,331,Very Poor
DL031,2018-01-13,218.5,400.79,176.68,94.52,0,38.96,2.98,35.09,59.56,3.7,11.02,,392,Very Poor
DL031,2018-01-14,188.29,347.29,105.82,89.98,0,39.12,2.1,42.26,55.9,2.46,6.74,,361,Very Poor
DL031,2018-01-15,205.75,383.25,86.53,82.5,0,42.19,1.81,46.42,59.85,3.42,10.06,,362,Very Poor
DL031,2018-01-16,171.62,330.62,31.44,71.81,24.77,32.98,1.07,48.1,51.63,4,10.77,,334,Very Poor
DL031,2018-01-17,258.75,426.79,85.76,81.18,138.18,40.95,2.6,20.75,69.67,9.43,25,,417,Severe
DL031,2018-01-18,296.96,477.21,128.07,78.22,217.4,44.11,2.51,33.32,66.47,10.17,28.02,,411,Severe
DL031,2018-01-19,269.04,464.75,103.42,87.93,183.36,42.97,2.47,34.32,66.71,7.4,22.11,,511,Severe
DL031,2018-01-20,226.67,407.56,39.2,70.25,119.92,37.13,1.4,42.81,76.24,7.13,17.11,,381,Very Poor
DL031,2018-01-21,218.92,349.27,91.45,84.58,143.96,27.37,1.88,44.49,42.04,7.57,23.2,,,
DL031,2018-01-22,254.58,476.46,156.45,89.49,214.05,32.25,3.35,36.32,64.03,10.51,29.27,,441,Severe
DL031,2018-01-23,153.73,284.47,62.07,95.97,175.86,44.65,2.57,12.08,72.76,7,20.3,,421,Severe
DL031,2018-01-24,142.05,235.42,51.56,59.75,127.7,38.33,2.37,11.14,76.23,6.82,21.98,,313,Very Poor
DL031,2018-01-25,111.75,184,36.31,47.47,91.88,32.72,2.09,7.68,79.4,,,,302,Very Poor
DL031,2018-01-26,152.04,236.75,57.67,54.13,126.93,33.38,2.6,7.99,76.66,,,,292,Poor
DL031,2018-01-27,191.42,352.21,67.04,71.21,88.25,32.47,2.96,12.73,69.17,,,,338,Very Poor
DL031,2018-01-28,211.75,353,105.38,63.75,186.15,26.85,2.89,14.42,67.29,,,,387,Very Poor
DL031,2018-01-29,190.25,334.25,65.41,56.31,137.77,21.56,2.94,23.59,64.11,,,,362,Very Poor
DL031,2018-01-30,138.22,281.67,20.25,53.03,61.08,29.18,1.98,29.39,52.27,,,,323,Very Poor
DL031,2018-01-31,130.21,273.5,13.08,37.96,51.31,22.76,1.91,28.83,57.39,,,,305,Very Poor
DL031,2018-02-01,150.08,322.46,46.97,46.19,105.55,18.17,2.85,38.06,51.81,,,,316,Very Poor
DL031,2018-02-02,154.71,327.96,39.23,31.86,83.31,16.45,2.48,24.95,61.64,,,,331,Very Poor
DL031,2018-02-03,115.33,245.32,30.57,28.57,64.18,13.46,2.27,26.86,52.75,,,,300,Poor
DL031,2018-02-04,135.47,233.23,19.25,27.9,51.36,12.76,2.15,30.12,50.94,5.47,17.34,,308,Very Poor
DL031,2018-02-05,169.32,276.93,67.03,66.25,132.72,26.54,2.82,30.25,47.95,8.11,16.21,,322,Very Poor
DL031,2018-02-06,158.29,274.96,57.94,101.49,155.51,43.49,2.22,36.52,46.8,6.48,20.37,,346,Very Poor
DL031,2018-02-07,134.46,257.42,52.85,94.29,117.33,42.24,2.44,36.73,47.4,5.76,13.97,,305,Very Poor
DL031,2018-02-08,204.74,349.86,193.04,123.22,135.98,36.53,2.32,18.29,54.07,12.52,21.06,,338,Very Poor
DL031,2018-02-09,247.29,397.04,147.35,141.85,135.11,43.68,1.07,15.72,55.14,18.9,19.19,,399,Very Poor
DL031,2018-02-10,246.71,420.12,198.98,119.88,129.65,40.37,2.72,18.75,56.01,15.98,29.39,,388,Very Poor
DL031,2018-02-11,195.46,342.5,137.97,78.11,100.55,33.71,1.72,17.28,54.53,14.09,22.07,,402,Severe
DL031,2018-02-12,71.96,154.62,10.19,42.84,52.85,33.94,0.36,11.38,65.22,2.97,10.08,,227,Poor
DL031,2018-02-13,99.96,167,57.8,62.5,101.18,28.96,0.71,10.14,68.11,8.09,15.95,,173,Moderate
DL031,2018-02-14,83.04,170.58,13.45,46.02,56.98,27.52,0.34,12.17,56.21,3.61,13.37,,234,Poor
DL031,2018-02-15,95.29,202.21,15.87,53.8,70.37,30.53,0.6,17.03,56.21,4.23,14.45,,185,Moderate
DL031,2018-02-16,143.5,230.21,31.13,69.23,101.28,38.19,1.01,26.42,60.71,5.97,16.45,,290,Poor
DL031,2018-02-17,131.08,253.58,37.98,79.05,120.42,39.32,1.41,36.28,58.48,6.04,18.04,,315,Very Poor
DL031,2018-02-18,142.04,244.38,62.31,75.86,111.93,38.46,1.6,25.62,56.06,6.73,18.52,,317,Very Poor
DL031,2018-02-19,153.46,287.38,173.11,87.2,200.78,33.12,2.42,26.31,53.19,9.32,23.87,,319,Very Poor
DL031,2018-02-20,204.52,356.88,110.38,97.28,186.27,39.77,2.24,29.3,52.95,11.72,18.92,,349,Very Poor
DL031,2018-02-21,183.33,386.17,155.19,95.31,154.2,36.01,3.78,25.78,53.61,17.12,29.05,,355,Very Poor
DL031,2018-02-22,169.75,349.21,171.69,89.02,205.15,41.25,3.06,33.49,56.43,16.14,34.36,,344,Very Poor
DL031,2018-02-23,168.58,363.38,189.69,122.18,240.63,43.92,2.66,26.85,56.56,17.53,31.15,,331,Very Poor
DL031,2018-02-24,185.08,365.96,87.41,90.37,171.5,49.63,2.03,21.23,55.68,13.06,29.12,,354,Very Poor
DL031,2018-02-25,106.67,217.46,55.82,62.15,102.82,33.81,0.84,17.64,52.23,13.27,15.11,,318,Very Poor
DL031,2018-02-26,82.62,209.21,20.66,45.52,46.51,34.93,0.64,11.95,56.84,8.21,10.56,,180,Moderate
DL031,2018-02-27,83.5,183.17,45.77,65.6,89.7,29.22,1.26,9.81,54.86,13.03,7.98,,177,Moderate
DL031,2018-02-28,149.17,278.17,101.57,89.34,191.57,42.81,1.71,26.87,59.8,11.28,24.14,,289,Poor
DL031,2018-03-01,126.17,274,145.46,96.4,186.61,43.3,1.99,30.1,54.95,10.86,28.92,,310,Very Poor
DL031,2018-03-02,136.04,251.83,129.72,86.96,179.77,36.7,0.9,12.87,53.28,14.08,20.33,,316,Very Poor
DL031,2018-03-03,114.74,207.62,59.77,82.85,152.05,43.25,1.45,22.81,50.38,7.44,18.92,,297,Poor
DL031,2018-03-04,76.25,192.17,47.56,70.46,120.61,36.14,1.12,21.6,48.46,6,17.96,,204,Poor
DL031,2018-03-05,91.61,187.67,46.32,73.96,123.88,35.76,1.3,20.24,50.81,5.47,17.92,,186,Moderate
DL031,2018-03-06,80.48,178.92,14.23,71.27,83.64,33.52,0.94,27.91,49.92,3.61,15.79,,179,Moderate
DL031,2018-03-07,107.26,197.25,49.14,90.74,99.55,33.05,0.88,20.21,50.2,8.43,15.95,,214,Poor
DL031,2018-03-08,126.42,255.42,86.2,131.88,91.98,30.63,0.59,18.19,52.17,21.17,21.84,,277,Poor
DL031,2018-03-09,133,263.21,69.66,91.91,93.64,29.78,0.95,34.56,49.94,21,26.54,,319,Very Poor
DL031,2018-03-10,82.77,167.5,22.19,72.26,89.98,31.58,0.95,27.65,44.62,5.79,21.72,,220,Poor
DL031,2018-03-11,98.12,186.04,39.53,69.05,115.07,33.57,1.39,32.65,47.9,5.64,17.89,,194,Moderate
DL031,2018-03-12,130.23,229.58,62.93,81.26,147.08,32.58,1.6,32.92,44.84,7.96,20.88,,298,Poor
DL031,2018-03-13,134.32,272.75,90.54,84.17,145.48,34.38,2.05,36.18,43.27,8.92,24.01,,304,Very Poor
DL031,2018-03-14,107.17,321.29,137.88,85.83,177.05,30.77,2.05,29.28,37.83,11.04,24.5,,296,Poor
DL031,2018-03-15,108.65,324.08,103.12,77.53,149.59,34.76,1.45,29.05,43.66,6.34,18.46,,300,Poor
DL031,2018-03-16,97.62,236.54,57.96,75.71,142.57,33.78,1.26,31.27,45.78,6.2,16.62,,227,Poor
DL031,2018-03-17,124.21,228.71,24.68,61.31,84.72,32.17,1.05,31.82,47.2,7.65,8.2,,238,Poor
DL031,2018-03-18,50.42,135,10.01,55.32,64.72,24.33,0.95,26.24,25.08,2.65,12.68,,,
DL031,2018-03-19,90.83,197.88,50.75,81.71,139.97,27.8,1.24,35.19,38,4.78,16.56,,169,Moderate
DL031,2018-03-20,105.3,247.25,128.5,90.38,237.27,30.81,1.93,36.62,40.21,27.54,38.55,,229,Poor
DL031,2018-03-21,126.17,271.5,55.78,74.67,135.32,34.46,1.37,51.09,42.71,43.46,26.73,,299,Poor
DL031,2018-03-22,72.62,152.12,9.1,52.17,60.7,32.37,0.86,44.64,48.15,21.02,25.36,,194,Moderate
DL031,2018-03-23,67.86,139.25,8.55,47.9,54.97,29.51,0.83,30.77,46.35,14.34,29.27,,135,Moderate
DL031,2018-03-24,88,184.04,15.66,55.46,68.23,31.56,0.93,39.38,43.72,28.97,24.7,,182,Moderate
DL031,2018-03-25,96,184.83,4.82,51.42,52.98,30.76,0.89,36.4,42.98,17.78,19.25,,215,Poor
DL031,2018-03-26,110.22,212.42,39.75,71.34,99.2,29.78,1.42,44.16,40.69,30.34,19.06,,225,Poor
DL031,2018-03-27,116.68,253.08,92.43,89.04,152.17,27.07,1.84,51.74,33.23,41.49,27.97,,288,Poor
DL031,2018-03-28,101.59,240,97.9,71.43,150.91,28.55,1.61,36.65,33.48,51.97,38.41,,272,Poor
DL031,2018-03-29,90.48,206.33,26.01,62.53,91.37,28.92,1.15,35.94,32.66,24.05,20.5,,198,Moderate
DL031,2018-03-30,110.52,245.17,39.24,81.79,124.84,29.1,1.49,32.02,31.69,34.78,37.23,,241,Poor
DL031,2018-03-31,93.79,275.33,50.6,90.11,140.08,33.91,1.4,28.24,40.14,33.38,30.14,,266,Poor
DL031,2018-04-01,68.73,172.83,11.15,80.19,88.8,41.07,1.15,17.35,37.77,25.69,18.11,,173,Moderate
DL031,2018-04-02,81.74,199.79,37.89,107.02,141.19,41.38,1.38,19.25,39.92,33.93,20.58,,157,Moderate
DL031,2018-04-03,91.17,235.62,35.74,102.49,132.85,39.86,1.42,21.4,37.6,40.49,22.17,,194,Moderate
DL031,2018-04-04,110.3,253.62,51.55,91.68,119.19,35.94,1.8,25.44,37.58,24.16,18.12,,210,Poor
DL031,2018-04-05,155.88,324.58,89.79,103.24,176.78,39.62,2.35,34.61,39.47,51.72,35.69,,330,Very Poor
DL031,2018-04-06,124.24,218.78,49.6,83.54,138.67,36.65,1.18,35.48,40.26,36.58,22.41,,282,Poor
DL031,2018-04-07,46.83,129.33,17.64,61.26,79.53,35.53,0.86,11.85,44.33,15.3,22.24,,160,Moderate
DL031,2018-04-08,49.83,126.96,4.85,49.96,51.87,35.49,0.77,15.75,41.66,4.92,25.51,,122,Moderate
DL031,2018-04-09,77.25,143.78,61.17,59.78,84.8,36.58,1.48,19.43,58.1,14.71,28.27,,121,Moderate
DL031,2018-04-10,95.42,263.42,56.35,73.82,122.38,46.67,1.12,22.86,51.09,35.34,27.46,,215,Poor
DL031,2018-04-11,64.6,124.2,19.67,57.5,44.6,35.17,0.46,11.37,56.83,11.56,27.6,,191,Moderate
DL031,2018-04-12,,,,,,,,,,,,,,
DL031,2018-04-13,,,,,,,,,,,,,,
DL031,2018-04-14,73.86,210.22,77.38,146.46,64.81,26.59,0.11,29.53,21.99,36.79,20.38,,,
DL031,2018-04-15,123.79,290.92,106.17,156,74.35,37.07,0.38,42.56,36.83,38.26,23.86,,280,Poor
DL031,2018-04-16,111.5,337.25,117.34,112.92,68.94,32.2,0.23,43.35,37.13,43.31,31.7,,306,Very Poor
DL031,2018-04-17,73.92,257.46,54.75,74.62,88.39,25.48,0.32,26.81,30.67,38.03,18.26,,247,Poor
DL031,2018-04-18,87.08,295.38,31.69,59.18,56.67,27.79,0.93,19.5,23.1,21.4,15.69,,210,Poor
DL031,2018-04-19,114.54,294.71,85.89,86.45,151.82,35.49,2.6,27.79,26.5,30.45,21.21,,260,Poor
DL031,2018-04-20,128.46,388.27,50.95,66.01,88.25,35.23,1.27,11.54,22.81,24.5,18.91,,296,Poor
DL031,2018-04-21,181.54,520.73,5.98,52.32,56.18,33.37,1.36,17.33,26.02,6.78,25.9,,492,Severe
DL031,2018-04-22,83.33,207.88,8.66,57.59,64.68,27.14,1.24,29.02,21.68,13,19.44,,300,Poor
DL031,2018-04-23,99.96,260.25,46.87,68.29,100.63,25.38,1.93,22.38,20.07,15.62,23.86,,219,Poor
DL031,2018-04-24,141.42,280.21,67.93,89.42,131.95,27.05,2.06,29.13,21.14,30.52,22.93,,294,Poor
DL031,2018-04-25,130.38,287.17,126.76,92.41,167.74,28.22,2.56,26.77,23.27,48.04,50.69,,312,Very Poor
DL031,2018-04-26,177,400.12,92.8,120.24,157.49,37.02,2.67,33.79,22.57,51.69,33.29,,323,Very Poor
DL031,2018-04-27,136.54,331.5,38.26,85.21,88.46,42.94,1.69,27.29,38.17,27.19,29.28,,342,Very Poor
DL031,2018-04-28,102.5,319.5,6.32,53.18,56.3,41.22,1.46,16.29,36.5,14.85,15.96,,276,Poor
DL031,2018-04-29,107,256.88,7.14,65.23,69.56,43.06,1.77,26.75,39.11,15.96,20.34,,254,Poor
DL031,2018-04-30,75.88,186.25,23.46,64.65,88.49,52.05,1.7,15.53,42.75,14.62,22.34,,207,Poor
DL031,2018-05-01,56.08,169.71,6.79,47.1,51.31,48.37,0.94,19.32,45.64,11.4,13.54,,154,Moderate
DL031,2018-05-02,62.43,179.13,6.92,47.63,52.93,41.06,1.26,7.39,46.26,11.35,11.71,,144,Moderate
DL031,2018-05-03,49.5,148.33,13.36,48.79,61.59,31.85,1.41,15.13,45.55,4.27,22.1,,147,Moderate
DL031,2018-05-04,65.5,131.71,9.77,56.96,65.34,34.59,1.87,19.35,47.54,14.45,23.23,,124,Moderate
DL031,2018-05-05,85.88,188.71,55.06,68.87,81.7,33.9,2.25,16.33,38.46,24.62,28.33,,150,Moderate
DL031,2018-05-06,113.46,260.33,108.87,84.36,131.25,33.47,2.25,19.42,38.65,44.5,35.54,,283,Poor
DL031,2018-05-07,127.58,292.46,123.53,86.77,187.7,32.46,2.55,22.18,34.97,45.92,31.21,,226,Poor
DL031,2018-05-08,82.73,161.22,10.56,42.86,49.41,29.05,1.43,7.05,34.1,11.64,22.52,,282,Poor
DL031,2018-05-09,73.35,161.83,52.97,93,148.28,28.59,1.94,14.51,45.48,21.31,28.32,,137,Moderate
DL031,2018-05-10,116.29,190.33,61.29,83.75,157.72,38.68,1.17,12.64,41.99,25.76,24.82,,222,Poor
DL031,2018-05-11,151.21,270.25,84.97,111.35,138.99,40.16,1.53,23.35,33.82,43.11,32.68,,318,Very Poor
DL031,2018-05-12,175.29,332.38,57.47,121.68,133.58,45.9,2.9,19.92,38.32,50.14,26.05,,333,Very Poor
DL031,2018-05-13,106.3,185.17,6.22,32.57,37.68,46.46,2.82,3.91,44.23,9.6,16.53,,312,Very Poor
DL031,2018-05-14,57.04,124.83,9.58,54.18,60.85,34.78,0.78,11.09,44.43,8.52,17.69,,147,Moderate
DL031,2018-05-15,69,159.38,26.09,65.71,95.61,41.46,1.13,23.07,44.36,15.16,22.77,,128,Moderate
DL031,2018-05-16,92,216.5,26.82,63.52,87.59,35.15,0.79,15.81,33.2,19.97,24.42,,181,Moderate
DL031,2018-05-17,113.7,243.46,35.28,75.88,76.71,27.66,0.76,19.71,26.79,20.83,24.01,,242,Poor
DL031,2018-05-18,106.62,217.67,44.73,93.44,140.94,34.01,1.42,35.98,29.7,35.04,25.7,,267,Poor
DL031,2018-05-19,109.12,246.25,88.64,76.63,164.28,38.37,1.55,27.5,36.05,39.94,30.58,,284,Poor
DL031,2018-05-20,100.96,197.67,40.63,74.28,91.17,33.72,1.24,30.35,25.52,18.62,26.69,,218,Poor
DL031,2018-05-21,101.96,199.25,33.99,86.51,124.79,27.5,1.03,31.43,15.35,24.93,30.1,,245,Poor
DL031,2018-05-22,111.29,223.88,50.83,100.02,126.99,31.84,1.47,41.55,18.15,28.29,27.21,,245,Poor
DL031,2018-05-23,159.08,292.83,144.22,128.11,205.65,43.06,2.5,43.86,28.53,48.03,31.53,,322,Very Poor
DL031,2018-05-24,126.67,261.67,95.77,119.62,129.79,40.78,1.96,40.81,26.46,20.87,23.87,,312,Very Poor
DL031,2018-05-25,97.38,207.33,128.36,94.69,195.23,32.29,1.78,30.89,22.15,27.13,25.73,,277,Poor
DL031,2018-05-26,116.57,249.26,137.3,93.27,162.55,34.99,2.17,44.44,21.29,28.1,27.67,,257,Poor
DL031,2018-05-27,123.3,291.2,160.79,101.35,182.61,38.48,2.12,29.75,32.08,44.05,32.43,,274,Poor
DL031,2018-05-28,135,294.46,112.11,103.44,132.27,37.33,2.46,35.28,20.76,20.45,32.88,,,
DL031,2018-05-29,120.38,273.62,81.93,81.02,130.14,40.63,1.64,27.88,29.98,32.74,25.36,,315,Very Poor
DL031,2018-05-30,81.58,256.29,9.55,51.46,59.69,62.06,0.77,25.59,38.01,2.3,11.68,,229,Poor
DL031,2018-05-31,83.96,206.54,35.37,87.53,119.09,51.83,1.03,24.76,36,9.51,17.84,,182,Moderate
DL031,2018-06-01,90.38,205.74,7.75,53.82,58.83,55.65,0.82,27.31,41.63,3.13,15.77,,176,Moderate
DL031,2018-06-02,129.12,125.56,6.96,41.97,47.18,43.09,0.63,25.79,41.27,2.16,11.37,,268,Poor
DL031,2018-06-03,130,144.93,7,60.92,65.86,52.78,0.9,23.39,38.8,3.03,15.81,,114,Moderate
DL031,2018-06-04,86.13,165.12,8.47,47.92,54.24,51.68,0.82,19.51,41.86,4.24,13.32,,236,Poor
DL031,2018-06-05,81,162.25,7.06,44.2,49.64,51.23,0.82,20.86,40.82,3.43,16.4,,186,Moderate
DL031,2018-06-06,80.68,216.59,17.35,65.14,72.21,49.35,0.86,21.82,50.37,9.66,20.87,,183,Moderate
DL031,2018-06-07,73.33,156.58,42.43,66.66,69.18,31.69,0.3,8.89,44.82,20.72,8.16,,157,Moderate
DL031,2018-06-08,77.79,198.25,6.9,39.04,44.39,58.84,0.91,18.61,46.91,6.77,17.64,,166,Moderate
DL031,2018-06-09,62.5,131.74,20.56,44.94,68.73,53.39,0.81,17.06,60.72,5.25,16.02,,145,Moderate
DL031,2018-06-10,60.74,145.79,19.6,62.6,80.2,53.89,1.04,20.16,56.01,11.56,21.61,,120,Moderate
DL031,2018-06-11,64,218.38,21.39,66.88,78.94,44.31,1.15,13.5,46.12,15.82,15.71,,174,Moderate
DL031,2018-06-12,121.91,451.88,12.45,52.58,64.71,44.61,0.6,18.22,37.48,5.96,16.53,,271,Poor
DL031,2018-06-13,150.61,790.5,10.99,31.85,43.03,37.4,0.56,18.91,31.66,1.96,11.64,,330,Very Poor
DL031,2018-06-14,117.58,713.75,11.23,29.37,41.94,27.82,0.55,20.75,29.78,1.29,10.07,,318,Very Poor
DL031,2018-06-15,110.13,545.89,12.61,26.87,41.75,24.54,0.73,17.95,30.29,5.41,13,,595,Severe
DL031,2018-06-16,93.12,487.33,7.81,27.57,35.61,26.58,0.68,21.02,38.69,3.39,16.48,,490,Severe
DL031,2018-06-17,87.09,300.62,7.9,28.07,35.62,29.03,0.69,18.64,49.42,3.36,17.44,,354,Very Poor
DL031,2018-06-18,58.81,163.87,12.65,45.85,51.47,24.4,0.57,16.74,43.95,5.85,19.81,,170,Moderate
DL031,2018-06-19,54,158.33,15.58,53.21,54.4,22.68,0.36,19.72,41.69,4.79,18.52,,134,Moderate
DL031,2018-06-20,66.44,222.34,34.62,78.02,64.94,23.98,0.68,20,37.76,11.88,18.69,,168,Moderate
DL031,2018-06-21,59.49,249.21,30.82,75.24,54.5,26.52,0.59,17.93,38.92,12.59,20.44,,185,Moderate
DL031,2018-06-22,74.33,241.54,78.14,98.8,124.7,27.97,0.72,26.68,36.52,16.94,28.61,,208,Poor
DL031,2018-06-23,82.09,259.54,34.73,123.79,107.87,38.7,0.78,26.56,36.59,21.27,23.53,,199,Moderate
DL031,2018-06-24,60.34,189.19,6.42,106.1,97.28,43.05,0.98,26.19,33.06,11.83,22.21,,186,Moderate
DL031,2018-06-25,38.95,177.84,4.9,76.02,59.13,40.26,0.73,21.3,45.38,10.73,18.9,,164,Moderate
DL031,2018-06-26,12.81,54.91,4.69,71.26,41.5,36.79,0.44,19.75,48.61,3.02,25.51,,88,Satisfactory
DL031,2018-06-27,50.84,117.07,4.93,75.33,44.01,45.92,,18.16,62.14,3.16,20.94,,106,Moderate
DL031,2018-06-28,29.95,57.02,5.13,67.73,39.93,57.78,0.87,15.86,72.07,1.98,17.83,,86,Satisfactory
DL031,2018-06-29,48.4,77.35,5.05,61.81,36.74,56.56,0.93,15.5,71.29,2.38,19.11,,84,Satisfactory
DL031,2018-06-30,43.44,91.11,4.56,74.16,43.16,48.89,1,16.78,67.77,2.84,19.61,,96,Satisfactory
DL031,2018-07-01,39.39,86.23,6.09,45.85,29.04,44.6,0.73,14.52,62.75,2.2,18,,105,Moderate
DL031,2018-07-02,33.2,97.69,6.92,37.33,25.4,37.31,0.53,15.99,58.07,0.85,11.09,,83,Satisfactory
DL031,2018-07-03,44.47,112.43,4.66,67.13,39.32,34.03,0.86,17.68,63.71,2.46,22.22,,94,Satisfactory
DL031,2018-07-04,46.46,122.66,4.76,61.36,36.3,36.49,0.79,16.31,60.04,2.56,19.53,,115,Moderate
DL031,2018-07-05,51.6,166.99,18.3,86.92,66.45,44.02,0.9,15.21,59.1,3.61,25.56,,128,Moderate
DL031,2018-07-06,55.34,182.09,46.14,83.96,82.42,46.63,0.94,17.68,51.82,4.37,29.03,,158,Moderate
DL031,2018-07-07,63.04,173.83,23.08,72.73,52.83,38.7,0.95,17.65,49.44,3.79,25.1,,148,Moderate
DL031,2018-07-08,70.11,177.51,47.29,98.27,90.81,70.32,1.13,15.93,47.66,4.5,29.52,,155,Moderate
DL031,2018-07-09,78.35,181.76,7.06,60.11,37.72,71.06,0.91,16.5,52.72,2.6,17.08,,157,Moderate
DL031,2018-07-10,48.62,120.25,7.16,36.04,25,52.01,0.74,16.01,58.63,1.73,13.35,,127,Moderate
DL031,2018-07-11,43.88,110.38,7.35,37.44,25.91,34.43,0.84,14.09,63.86,1.97,15.73,,110,Moderate
DL031,2018-07-12,48.38,136.12,7.33,36.05,25.15,28.22,0.73,15.83,58.9,1.54,17.39,,118,Moderate
DL031,2018-07-13,29.92,68.46,12.43,39.86,31.33,26.96,0.87,14.93,71.99,2.25,18.55,,104,Moderate
DL031,2018-07-14,36.29,77.92,25.9,41.96,43.44,27.93,0.85,15.17,73.95,2.86,28.09,,89,Satisfactory
DL031,2018-07-15,34.2,57.57,7.86,32.68,23.8,26.4,0.73,15.49,67.47,1.58,16.33,,74,Satisfactory
DL031,2018-07-16,46.75,74.25,19.21,41.37,37.66,27.61,1.14,17.28,74.42,2.8,22.14,,82,Satisfactory
DL031,2018-07-17,35.7,76.93,18.24,39.23,35.73,29.69,0.81,16.22,64.3,2.48,23.61,,86,Satisfactory
DL031,2018-07-18,39.31,90.76,18.94,42.98,38.3,29.29,0.79,15.39,63.36,2.97,23.89,,89,Satisfactory
DL031,2018-07-19,60.93,79.67,16.58,34.22,31.72,30.46,0.65,15.83,63.83,2.05,18.71,,87,Satisfactory
DL031,2018-07-20,39.01,120.96,13.43,47.01,35.96,30.38,1,15.68,73.61,2.46,18.4,,91,Satisfactory
DL031,2018-07-21,58.23,100.8,26.57,55.41,51.13,36.9,1.11,16.97,75.05,4.18,30.05,,106,Moderate
